CustomerID,DOB,Gender,Provider,MaritalStatus,NChildren,AcquiredDate
79,NULL,male,NULL,NULL,NULL,28-10-2015
80,NULL,Male,NULL,NULL,NULL,29-10-2015
81,NULL,Female,NULL,NULL,NULL,29-10-2015
82,NULL,male,airtel,NULL,NULL,29-10-2015
83,NULL,NULL,DOLPHIN,NULL,NULL,29-10-2015
84,NULL,female,Vodafone IN,NULL,NULL,29-10-2015
85,NULL,female,VODAFONE IN,NULL,NULL,29-10-2015
86,NULL,NULL,Vodafone IN,NULL,NULL,29-10-2015
87,NULL,NULL,Vodafone IN,NULL,NULL,29-10-2015
88,NULL,NULL,Reliance,NULL,NULL,29-10-2015
89,NULL,NULL,AIRCEL,NULL,NULL,29-10-2015
90,NULL,female,IND airtel,NULL,NULL,29-10-2015
91,NULL,NULL,Vodafone IN,NULL,NULL,29-10-2015
92,NULL,Male,IND airtel,NULL,NULL,29-10-2015
93,NULL,female,tata,NULL,NULL,29-10-2015
94,NULL,NULL,VODAFONE IN,NULL,NULL,29-10-2015
95,NULL,NULL,VODAFONE IN,NULL,NULL,29-10-2015
96,NULL,female,Aircel,NULL,NULL,29-10-2015
97,NULL,Male,TATA DOCOMO,NULL,NULL,29-10-2015
98,NULL,male,IND AirTel,NULL,NULL,29-10-2015
99,NULL,NULL,VODAFONE IN,NULL,NULL,29-10-2015
100,NULL,Male,Vodafone IN,NULL,NULL,29-10-2015
101,NULL,NULL,VODAFONE IN,NULL,NULL,29-10-2015
102,NULL,male,!dea,NULL,NULL,29-10-2015
103,NULL,NULL,Vodafone IN,NULL,NULL,30-10-2015
104,NULL,male,Vodafone IN,NULL,NULL,30-10-2015
105,NULL,male,IND airtel,NULL,NULL,30-10-2015
106,NULL,NULL,Vodafone IN,NULL,NULL,30-10-2015
107,NULL,male,Vodafone IN,NULL,NULL,30-10-2015
108,NULL,NULL,VODAFONE IN,NULL,NULL,30-10-2015
109,NULL,NULL,Airtel,NULL,NULL,30-10-2015
110,NULL,NULL,VODAFONE IN,NULL,NULL,30-10-2015
111,NULL,NULL,Vodafone,NULL,NULL,30-10-2015
112,11-04-1986,male,IND airtel,NULL,NULL,30-10-2015
113,NULL,NULL,IND airtel,NULL,NULL,30-10-2015
114,NULL,NULL,,NULL,NULL,30-10-2015
115,NULL,male,VODAFONE IN,NULL,NULL,30-10-2015
116,NULL,Male,VODAFONE IN,NULL,NULL,30-10-2015
117,01-07-1983,female,Vodafone IN,NULL,NULL,30-10-2015
118,NULL,NULL,AT&T,NULL,NULL,30-10-2015
119,NULL,female,Vodafone IN,NULL,NULL,31-10-2015
120,NULL,NULL,Vodafone,NULL,NULL,31-10-2015
121,NULL,male,TATA DOCOMO,NULL,NULL,31-10-2015
122,NULL,male,Aircel,NULL,NULL,31-10-2015
123,NULL,NULL,IND airtel,NULL,NULL,31-10-2015
124,NULL,NULL,Vodafone IN,NULL,NULL,01-11-2015
125,NULL,Male,Airtel,NULL,NULL,01-11-2015
126,NULL,NULL,Vodafone,NULL,NULL,01-11-2015
127,NULL,female,VODAFONE IN,NULL,NULL,02-11-2015
128,NULL,Female,IND airtel,NULL,NULL,03-11-2015
129,NULL,NULL,Vodafone IN,NULL,NULL,03-11-2015
130,NULL,male,Vodafone,NULL,NULL,04-11-2015
131,NULL,NULL,Vodafone IN,NULL,NULL,05-11-2015
132,NULL,female,Vodafone,NULL,NULL,05-11-2015
133,NULL,Male,Vodafone IN,NULL,NULL,07-11-2015
134,NULL,female,Vodafone IN,NULL,NULL,08-11-2015
135,NULL,NULL,IND airtel,NULL,NULL,10-11-2015
136,NULL,male,airtel,NULL,NULL,12-11-2015
137,NULL,male,Vodafone,NULL,NULL,14-11-2015
138,07/15/1989,female,TATA DOCOMO,NULL,NULL,14-11-2015
139,NULL,NULL,VODAFONE IN,NULL,NULL,15-11-2015
140,NULL,NULL,VODAFONE IN,NULL,NULL,15-11-2015
141,NULL,NULL,Vodafone IN,NULL,NULL,16-11-2015
142,NULL,NULL,Airtel,NULL,NULL,16-11-2015
143,NULL,male,VODAFONE IN,NULL,NULL,16-11-2015
144,NULL,NULL,Airtel,NULL,NULL,16-11-2015
145,NULL,NULL,Reliance,NULL,NULL,17-11-2015
146,NULL,male,VODAFONE IN,NULL,NULL,17-11-2015
147,NULL,male,Reliance,NULL,NULL,18-11-2015
148,NULL,NULL,IND airtel,NULL,NULL,18-11-2015
149,NULL,NULL,Vodafone,NULL,NULL,20-11-2015
150,NULL,male,Vodafone,NULL,NULL,20-11-2015
151,NULL,male,airtel,NULL,NULL,20-11-2015
152,NULL,Male,airtel,NULL,NULL,21-11-2015
153,22-11-2015,Male,VODAFONE IN,NULL,NULL,22-11-2015
154,NULL,NULL,Airtel,NULL,NULL,23-11-2015
155,NULL,NULL,IND airtel,NULL,NULL,23-11-2015
156,NULL,NULL,airtel,NULL,NULL,24-11-2015
157,25-11-2015,Male,VODAFONE IN,NULL,NULL,25-11-2015
158,NULL,NULL,Vodafone,NULL,NULL,26-11-2015
159, ,Female,Vodafone IN,NULL,NULL,28-11-2015
160, ,Male,IND airtel,NULL,NULL,28-11-2015
161,NULL,NULL,IND airtel,NULL,NULL,29-11-2015
162,NULL,NULL,VODAFONE IN,NULL,NULL,29-11-2015
163,06-11-1995,male,Vodafone IN,NULL,NULL,29-11-2015
164,NULL,NULL,airtel,NULL,NULL,29-11-2015
165, ,Male,IND airtel,NULL,NULL,29-11-2015
166,07-09-1977,male,Vodafone IN,NULL,NULL,29-11-2015
167,10/15/1989,female,airtel,NULL,NULL,29-11-2015
168,NULL,NULL,TATA DOCOMO,NULL,NULL,29-11-2015
169,NULL,NULL,,NULL,NULL,29-11-2015
170,NULL,NULL,Vodafone IN,NULL,NULL,29-11-2015
171, ,Male,Vodafone IN,NULL,NULL,30-11-2015
172,NULL,NULL,IND airtel,NULL,NULL,30-11-2015
173,NULL,NULL,VODAFONE IN,NULL,NULL,30-11-2015
174,06-01-1989,male,IND airtel,NULL,NULL,30-11-2015
175,NULL,NULL,Vodafone IN,NULL,NULL,30-11-2015
176,NULL,NULL,VODAFONE IN,NULL,NULL,30-11-2015
177,11/16/1980,male,airtel,NULL,NULL,30-11-2015
178,NULL,NULL,Vodafone IN,NULL,NULL,30-11-2015
179,01/26/1982,male,,NULL,NULL,30-11-2015
180,02/28/1989,male,TATA DOCOMO,NULL,NULL,30-11-2015
181,NULL,NULL,VODAFONE IN,NULL,NULL,30-11-2015
182,NULL,NULL,VODAFONE IN,NULL,NULL,30-11-2015
183,12/25/1972,male,Airtel,NULL,NULL,30-11-2015
184,07/20/1981,male,airtel,NULL,NULL,30-11-2015
185,NULL,NULL,AirTel,NULL,NULL,30-11-2015
186, ,Male,IND airtel,NULL,NULL,30-11-2015
187,NULL,NULL,Vodafone,NULL,NULL,30-11-2015
188,NULL,NULL,IND airtel,NULL,NULL,01-12-2015
189,01/26/1991,male,Airtel,NULL,NULL,01-12-2015
190,05-02-1985,male,Vodafone IN,NULL,NULL,02-12-2015
191,06-01-1968,male,TATA DOCOMO,NULL,NULL,03-12-2015
192, ,Male,Vodafone IN,NULL,NULL,03-12-2015
193, ,Male,Vodafone IN,NULL,NULL,03-12-2015
194,NULL,NULL,IND airtel,NULL,NULL,03-12-2015
195,NULL,NULL,Vodafone,NULL,NULL,03-12-2015
196,NULL,NULL,VODAFONE IN,NULL,NULL,03-12-2015
197,04/17/1986,male,Vodafone IN,NULL,NULL,03-12-2015
198, ,Male,Vodafone IN,NULL,NULL,03-12-2015
199,NULL,NULL,IND airtel,NULL,NULL,03-12-2015
200,10/26/1973,male,AirTel,NULL,NULL,03-12-2015
201,12-08-1984,female,VODAFONE IN,NULL,NULL,03-12-2015
202,07/22/1975,male,VODAFONE IN,NULL,NULL,03-12-2015
203, ,Male,Airtel Mumbai,NULL,NULL,03-12-2015
204,NULL,NULL,Vodafone IN,NULL,NULL,03-12-2015
205,NULL,NULL,Aircel,NULL,NULL,03-12-2015
206,NULL,NULL,Vodafone IN,NULL,NULL,03-12-2015
207,NULL,NULL,BSNL MOBILE,NULL,NULL,04-12-2015
208,NULL,NULL,Vodafone IN,NULL,NULL,04-12-2015
209,NULL,NULL,VODAFONE IN,NULL,NULL,04-12-2015
210,02/27/1993,male,Reliance,NULL,NULL,04-12-2015
211,07-03-1981,male,VODAFONE IN,NULL,NULL,04-12-2015
212, ,Male,airtel,NULL,NULL,04-12-2015
213, ,Female,Airtel Mumbai,NULL,NULL,04-12-2015
214,NULL,NULL,IND airtel,NULL,NULL,05-12-2015
215,11-02-1989,male,Reliance,NULL,NULL,05-12-2015
216,NULL,NULL,airtel,NULL,NULL,05-12-2015
217,NULL,NULL,IND airtel,NULL,NULL,05-12-2015
218,NULL,NULL,airtel,NULL,NULL,05-12-2015
219,10-02-1988,male,Vodafone IN,NULL,NULL,05-12-2015
220,NULL,NULL,airtel,NULL,NULL,05-12-2015
221,NULL,NULL,Vodafone IN,NULL,NULL,05-12-2015
222,NULL,NULL,VODAFONE IN,NULL,NULL,05-12-2015
223,08/21/1985,female,VODAFONE IN,NULL,NULL,06-12-2015
224,06/27/1986,female,40431,NULL,NULL,06-12-2015
225,07-05-1985,male,AirTel,NULL,NULL,06-12-2015
226,04/20/1978,male,VODAFONE IN,NULL,NULL,06-12-2015
227,NULL,NULL,VODAFONE IN,NULL,NULL,06-12-2015
228, ,Male,AirTel,NULL,NULL,06-12-2015
229,NULL,NULL,Idea,NULL,NULL,07-12-2015
230,NULL,NULL,airtel,NULL,NULL,07-12-2015
231, ,Male,Reliance,NULL,NULL,07-12-2015
232,NULL,NULL,AIRCEL,NULL,NULL,07-12-2015
233,NULL,NULL,IDEA Bihar,NULL,NULL,08-12-2015
234,NULL,NULL,Vodafone IN,NULL,NULL,08-12-2015
235,04-01-1985,male,Vodafone IN,NULL,NULL,09-12-2015
236,02-03-1987,male,Aircel,NULL,NULL,09-12-2015
237, ,Male,Vodafone IN,NULL,NULL,09-12-2015
238, ,Male,Airtel,NULL,NULL,10-12-2015
239, ,Male,Dolphin,NULL,NULL,10-12-2015
240,NULL,NULL,IND airtel,NULL,NULL,10-12-2015
241,NULL,NULL,Airtel,NULL,NULL,10-12-2015
242, ,Male,Idea,NULL,NULL,11-12-2015
244, ,Female,Vodafone IN,NULL,NULL,11-12-2015
245,10-05-1983,male,Vodafone IN,NULL,NULL,12-12-2015
246, ,Male,Vodafone IN,NULL,NULL,12-12-2015
247,05-12-1990,male,Reliance,NULL,NULL,12-12-2015
248,NULL,NULL,VODAFONE IN,NULL,NULL,12-12-2015
249,11-02-1995,male,TATA DOCOMO,NULL,NULL,12-12-2015
250, ,Male,VODAFONE IN,NULL,NULL,12-12-2015
251,NULL,NULL,airtel,NULL,NULL,12-12-2015
252,05-04-1986,male,Telenor,NULL,NULL,13-12-2015
253,NULL,NULL,Vodafone IN,NULL,NULL,13-12-2015
254, ,Male,Vodafone IN,NULL,NULL,13-12-2015
255, ,Male,Airtel,NULL,NULL,13-12-2015
256,NULL,NULL,Vodafone IN,NULL,NULL,13-12-2015
257,09/25/1987,male,VODAFONE IN,NULL,NULL,14-12-2015
258,NULL,NULL,AirTel,NULL,NULL,14-12-2015
259, ,Male,TATA DOCOMO,NULL,NULL,14-12-2015
260,12/19/1996,female,Vodafone,NULL,NULL,14-12-2015
261,NULL,NULL,VODAFONE IN,NULL,NULL,14-12-2015
262,08-02-1979,male,Airtel,NULL,NULL,15-12-2015
263,NULL,NULL,Airtel,NULL,NULL,15-12-2015
264,NULL,NULL,Vodafone IN,NULL,NULL,16-12-2015
265,NULL,NULL,Vodafone IN,NULL,NULL,16-12-2015
266, ,Female,Idea,NULL,NULL,16-12-2015
267,04/21/1992,male,VODAFONE IN,NULL,NULL,16-12-2015
268, ,Male,IND airtel,NULL,NULL,16-12-2015
269,07-02-1991,male,IDEA,NULL,NULL,16-12-2015
270,NULL,NULL,,NULL,NULL,16-12-2015
271,NULL,NULL,Airtel,NULL,NULL,17-12-2015
272,NULL,NULL,TATA DOCOMO,NULL,NULL,17-12-2015
273,01-05-1997,male,,NULL,NULL,18-12-2015
274,NULL,NULL,Reliance,NULL,NULL,18-12-2015
275, ,Male,Idea,NULL,NULL,18-12-2015
276, ,Male,Vodafone IN,NULL,NULL,18-12-2015
277, ,Male,40410,NULL,NULL,18-12-2015
278, ,Male,AIRCEL,NULL,NULL,19-12-2015
279,07-04-1992,male,VODAFONE IN,NULL,NULL,19-12-2015
280,NULL,NULL,VODAFONE IN,NULL,NULL,19-12-2015
281,12-02-1983,male,Reliance,NULL,NULL,20-12-2015
282, ,Male,AirTel,NULL,NULL,21-12-2015
283,NULL,NULL,VODAFONE IN,NULL,NULL,21-12-2015
284,NULL,NULL,Reliance,NULL,NULL,21-12-2015
285,08-02-1980,male,Reliance,NULL,NULL,21-12-2015
286, ,Male,Airtel,NULL,NULL,21-12-2015
287,NULL,NULL,International,NULL,NULL,22-12-2015
288,NULL,NULL,TATA DOCOMO,NULL,NULL,22-12-2015
289,NULL,NULL,Vodafone,NULL,NULL,23-12-2015
290,07/19/1989,male,Reliance,NULL,NULL,23-12-2015
291,NULL,NULL,airtel,NULL,NULL,23-12-2015
292,10/16/1993,male,IDEA,NULL,NULL,23-12-2015
293,09-10-1995,male,Airtel,NULL,NULL,25-12-2015
294,NULL,NULL,Reliance,NULL,NULL,25-12-2015
295,NULL,NULL,Reliance,NULL,NULL,26-12-2015
296,NULL,NULL,!dea,NULL,NULL,27-12-2015
297,09/29/1970,male,IND airtel,NULL,NULL,28-12-2015
298,05/18/1993,male,TATA DOCOMO,NULL,NULL,28-12-2015
299,NULL,NULL,!dea,NULL,NULL,29-12-2015
300,06/22/1990,male,Idea,NULL,NULL,29-12-2015
301,NULL,NULL,Reliance,NULL,NULL,29-12-2015
302,NULL,NULL,VODAFONE IN,NULL,NULL,29-12-2015
303,05/31/1997,male,Aircel,NULL,NULL,30-12-2015
304, ,Male,VODAFONE IN,NULL,NULL,31-12-2015
305,NULL,NULL,VODAFONE IN,NULL,NULL,31-12-2015
306, ,Male,VODAFONE IN,NULL,NULL,01-01-2016
307,NULL,NULL,TATA DOCOMO,NULL,NULL,01-01-2016
308,04-04-1994,male,,NULL,NULL,01-01-2016
309,02-02-1980,female,Boost Mobile,NULL,NULL,06-01-2016
310,06/29/1994,male,AirTel,NULL,NULL,06-01-2016
311, ,Male,IDEA,NULL,NULL,09-01-2016
312,NULL,NULL,airtel,NULL,NULL,09-01-2016
313,08-03-1984,female,TATA DOCOMO,NULL,NULL,12-01-2016
314, ,Male,Idea,NULL,NULL,13-01-2016
315,02/22/1981,male,Airtel,NULL,NULL,13-01-2016
316,06/15/1981,male,Idea Cellular,NULL,NULL,13-01-2016
317,NULL,NULL,TATA DOCOMO,NULL,NULL,14-01-2016
318,06/19/1990,male,IND airtel,NULL,NULL,15-01-2016
319, ,Male,Vodafone,NULL,NULL,16-01-2016
320,NULL,NULL,VODAFONE IN,NULL,NULL,17-01-2016
321,02-03-1988,male,VODAFONE IN,NULL,NULL,18-01-2016
322,01/24/1992,male,Vodafone IN,NULL,NULL,18-01-2016
323,NULL,NULL,airtel,NULL,NULL,18-01-2016
324,NULL,NULL,AIRCEL,NULL,NULL,18-01-2016
325,NULL,NULL,IND airtel,NULL,NULL,18-01-2016
326,NULL,NULL,Aircel,NULL,NULL,18-01-2016
327,NULL,NULL,telenor,NULL,NULL,18-01-2016
328,NULL,NULL,TATA DOCOMO,NULL,NULL,18-01-2016
329,NULL,NULL,!dea,NULL,NULL,18-01-2016
330, ,Male,airtel,NULL,NULL,18-01-2016
331, ,Male,VODAFONE IN,NULL,NULL,18-01-2016
332,NULL,NULL,Telenor,NULL,NULL,18-01-2016
333, ,Male,airtel,NULL,NULL,18-01-2016
334,08/20/1996,male,Idea,NULL,NULL,18-01-2016
335, ,Male,Reliance,NULL,NULL,18-01-2016
336,NULL,NULL,airtel,NULL,NULL,18-01-2016
337,NULL,NULL,TATA DOCOMO,NULL,NULL,18-01-2016
338,NULL,NULL,IDEA,NULL,NULL,18-01-2016
339,06/15/1996,male,Reliance,NULL,NULL,18-01-2016
340, ,Male,Reliance M.P.,NULL,NULL,18-01-2016
341,NULL,NULL,IND airtel,NULL,NULL,18-01-2016
342,NULL,NULL,Idea,NULL,NULL,18-01-2016
343,NULL,NULL,TATA DOCOMO,NULL,NULL,18-01-2016
344,NULL,NULL,Reliance,NULL,NULL,18-01-2016
345,NULL,NULL,null,NULL,NULL,18-01-2016
346,NULL,NULL,Vodafone IN,NULL,NULL,18-01-2016
347,NULL,NULL,TATA DOCOMO,NULL,NULL,18-01-2016
348,NULL,NULL,!dea,NULL,NULL,18-01-2016
349,NULL,NULL,TATA DOCOMO,NULL,NULL,18-01-2016
350,09/15/1985,male,Vodafone IN,NULL,NULL,18-01-2016
351,NULL,NULL,BSNL MOBILE,NULL,NULL,18-01-2016
352, ,Male,AIRCEL,NULL,NULL,18-01-2016
353,NULL,NULL,Aircel,NULL,NULL,18-01-2016
354,NULL,NULL,Vodafone IN,NULL,NULL,18-01-2016
355,NULL,NULL,airtel,NULL,NULL,18-01-2016
356,NULL,NULL,Vodafone IN,NULL,NULL,18-01-2016
357, ,Male,,NULL,NULL,18-01-2016
358,NULL,NULL,AIRCEL,NULL,NULL,18-01-2016
359,NULL,NULL,CellOne,NULL,NULL,18-01-2016
360,10/27/1964,male,IND airtel,NULL,NULL,18-01-2016
361,NULL,NULL,Airtel,NULL,NULL,18-01-2016
362,NULL,NULL,IND airtel,NULL,NULL,18-01-2016
363, ,Male,IDEA,NULL,NULL,18-01-2016
364,NULL,NULL,Vodafone IN,NULL,NULL,18-01-2016
365,06-06-1977,male,airtel,NULL,NULL,18-01-2016
366,11-12-1989,female,Airtel,NULL,NULL,18-01-2016
367, ,Male,Reliance,NULL,NULL,18-01-2016
368,NULL,NULL,Reliance,NULL,NULL,18-01-2016
369, ,Male,AIRCEL,NULL,NULL,18-01-2016
370,NULL,NULL,Aircel,NULL,NULL,18-01-2016
371,NULL,NULL,IDEA,NULL,NULL,18-01-2016
372,NULL,NULL,AIRCEL,NULL,NULL,18-01-2016
373,NULL,NULL,airtel,NULL,NULL,18-01-2016
374,NULL,NULL,airtel,NULL,NULL,18-01-2016
375,NULL,NULL,Vodafone IN,NULL,NULL,18-01-2016
376,NULL,NULL,VODAFONE IN,NULL,NULL,18-01-2016
377,NULL,NULL,Vodafone,NULL,NULL,18-01-2016
378, ,Male,airtel,NULL,NULL,18-01-2016
379,NULL,NULL,Aircel,NULL,NULL,18-01-2016
380,NULL,NULL,IDEA A.P.,NULL,NULL,18-01-2016
381,NULL,NULL,airtel,NULL,NULL,18-01-2016
382,NULL,NULL,BSNL MOBILE,NULL,NULL,18-01-2016
383,NULL,NULL,airtel,NULL,NULL,18-01-2016
384,NULL,NULL,airtel,NULL,NULL,18-01-2016
385,NULL,NULL,TATA DOCOMO,NULL,NULL,18-01-2016
386, ,Male,Idea,NULL,NULL,18-01-2016
387,NULL,NULL,CellOne,NULL,NULL,18-01-2016
388,10/22/1996,female,airtel,NULL,NULL,18-01-2016
389, ,Male,AIRCEL,NULL,NULL,18-01-2016
390,NULL,NULL,AIRCEL,NULL,NULL,18-01-2016
391,NULL,NULL,Airtel,NULL,NULL,18-01-2016
392,NULL,NULL,Vodafone IN,NULL,NULL,18-01-2016
393,NULL,NULL,40490,NULL,NULL,18-01-2016
394,NULL,NULL,"""O2 - UK""",NULL,NULL,18-01-2016
395,NULL,NULL,VODAFONE IN,NULL,NULL,18-01-2016
396,NULL,NULL,!dea,NULL,NULL,18-01-2016
397,NULL,NULL,TATA DOCOMO,NULL,NULL,18-01-2016
398,NULL,NULL,TATA DOCOMO,NULL,NULL,18-01-2016
399,NULL,NULL,Aircel,NULL,NULL,18-01-2016
400, ,Male,Idea,NULL,NULL,18-01-2016
401,NULL,NULL,Aircel,NULL,NULL,18-01-2016
402,NULL,NULL,,NULL,NULL,18-01-2016
403, ,Male,TATA DOCOMO,NULL,NULL,18-01-2016
404,NULL,NULL,,NULL,NULL,18-01-2016
405,NULL,NULL,Reliance,NULL,NULL,18-01-2016
406,NULL,NULL,40471,NULL,NULL,18-01-2016
407,NULL,NULL,Airtel,NULL,NULL,18-01-2016
408,NULL,NULL,TATA DOCOMO,NULL,NULL,18-01-2016
409,NULL,NULL,!dea,NULL,NULL,18-01-2016
410,NULL,NULL,TATA DOCOMO,NULL,NULL,18-01-2016
411,NULL,NULL,Airtel,NULL,NULL,18-01-2016
412,NULL,NULL,BSNL Mobile,NULL,NULL,18-01-2016
413,NULL,NULL,airtel,NULL,NULL,18-01-2016
414, ,Female,airtel,NULL,NULL,18-01-2016
415,NULL,NULL,BSNL Mobile,NULL,NULL,18-01-2016
416, ,Male,Videocon,NULL,NULL,18-01-2016
417,NULL,NULL,VODAFONEIN,NULL,NULL,18-01-2016
418,NULL,NULL,VODAFONE IN,NULL,NULL,18-01-2016
419,NULL,NULL,TATA DOCOMO,NULL,NULL,18-01-2016
420,NULL,NULL,Vodafone IN,NULL,NULL,18-01-2016
421,NULL,NULL,IDEA,NULL,NULL,18-01-2016
422,NULL,NULL,Aircel,NULL,NULL,18-01-2016
423,NULL,NULL,Reliance,NULL,NULL,18-01-2016
424,NULL,NULL,TATA DOCOMO,NULL,NULL,18-01-2016
425,NULL,NULL,airtel,NULL,NULL,18-01-2016
426,NULL,NULL,IND airtel,NULL,NULL,18-01-2016
427,NULL,NULL,DEFACE,NULL,NULL,18-01-2016
428, ,Male,TATA DOCOMO,NULL,NULL,18-01-2016
429, ,Male,airtel,NULL,NULL,18-01-2016
430,NULL,NULL,TATA DOCOMO,NULL,NULL,18-01-2016
431, ,Male,Reliance,NULL,NULL,18-01-2016
432,NULL,NULL,Telenor,NULL,NULL,18-01-2016
433,NULL,NULL,Aircel Bihar,NULL,NULL,18-01-2016
434,NULL,NULL,!dea,NULL,NULL,18-01-2016
435,NULL,NULL,,NULL,NULL,18-01-2016
436,03/31/1998,male,Vodafone,NULL,NULL,18-01-2016
437,NULL,NULL,Reliance,NULL,NULL,18-01-2016
438,NULL,NULL,IND AirTel,NULL,NULL,18-01-2016
439,NULL,NULL,IND airtel,NULL,NULL,18-01-2016
440,NULL,NULL,Cellone A.P.,NULL,NULL,18-01-2016
441, ,Male,"""Orange F""",NULL,NULL,18-01-2016
442,NULL,NULL,TATA DOCOMO,NULL,NULL,18-01-2016
443,05-05-1995,male,IND airtel,NULL,NULL,18-01-2016
444,NULL,NULL,Vodafone IN,NULL,NULL,18-01-2016
445, ,Male,!dea,NULL,NULL,18-01-2016
446,NULL,NULL,Vodafone IN,NULL,NULL,18-01-2016
447,NULL,NULL,Vodafone IN,NULL,NULL,18-01-2016
448,NULL,NULL,IND airtel,NULL,NULL,18-01-2016
449,NULL,NULL,TATA DOCOMO,NULL,NULL,18-01-2016
450,NULL,NULL,AIRCEL,NULL,NULL,18-01-2016
451,NULL,NULL,Vodafone IN,NULL,NULL,18-01-2016
452, ,Male,Vodafone IN,NULL,NULL,18-01-2016
453,NULL,NULL,VODAFONE IN,NULL,NULL,18-01-2016
454,08/31/1993,male,Reliance,NULL,NULL,18-01-2016
455,01/15/1997,male,Aircel,NULL,NULL,18-01-2016
456,NULL,NULL,Vodafone IN,NULL,NULL,18-01-2016
457,NULL,NULL,airtel,NULL,NULL,18-01-2016
458,NULL,NULL,TATA DOCOMO,NULL,NULL,18-01-2016
459,NULL,NULL,IDEA,NULL,NULL,18-01-2016
460,NULL,NULL,VODAFONE IN,NULL,NULL,18-01-2016
461,NULL,NULL,IDEA,NULL,NULL,18-01-2016
462,05/28/1999,male,Vodafone IN,NULL,NULL,18-01-2016
463,NULL,NULL,Airtel,NULL,NULL,18-01-2016
