ShopID,ShopName,Address,Landmark,Area,City,Pincode,Latitude,Longitude,State,StartTime,EndTime,OpenMonday,OpenTuesday,OpenWednesday,OpenThursday,OpenFriday,OpenSaturday,OpenSunday,MerchantID,ShopAddDate
1308,M.A.C - R City Mall Ghatkopar West,"RCity Mall, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1182,05-11-2015
1309,Mother Earth - R City Mall Ghatkopar West,"RCity Mall, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1455,05-11-2015
1310,ONLY - R City Mall Ghatkopar West,"RCity Mall, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1286,05-11-2015
1311,Splash - R City Mall Ghatkopar West,"RCity Mall, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1325,05-11-2015
1312,Starbucks Coffee - R City Mall Ghatkopar West,"RCity Mall, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1243,05-11-2015
1313,U.S. POLO ASSN. - R City Mall Ghatkopar West,"RCity Mall, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1285,05-11-2015
1314,Van Heusen - R City Mall Ghatkopar West,"RCity Mall, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1249,05-11-2015
1315,VERO MODA - R City Mall Ghatkopar West,"RCity Mall, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1288,05-11-2015
1316,Westside - R City Mall Ghatkopar West,"RCity Mall, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1211,05-11-2015
1317,109f - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1142,05-11-2015
1318,Allen Solly - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1145,05-11-2015
1319,AND - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1130,05-11-2015
1320,Baggit - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1123,05-11-2015
1321,BIBA - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1171,05-11-2015
1322,Celio - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1179,05-11-2015
1323,CLINIQUE - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1180,05-11-2015
1324,Cocoberry - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1327,05-11-2015
1325,Colorbar - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1292,05-11-2015
1326,Croma - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1157,05-11-2015
1327,ELLE Fashionwear - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1350,05-11-2015
1328,FACES Cosmetics - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1225,05-11-2015
1329,FOREVER NEW - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1226,05-11-2015
1330,Global Desi - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1205,05-11-2015
1331,Globus - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1170,05-11-2015
1332,Hamleys - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1228,05-11-2015
1333,HIDESIGN - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1175,05-11-2015
1334,Holii - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1304,05-11-2015
1335,HomeStop - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1340,05-11-2015
1336,Ice Cream Works - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1341,05-11-2015
1337,Inc.5 - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1260,05-11-2015
1338,iStore - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1370,05-11-2015
1339,Jack & Jones - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1312,05-11-2015
1340,Jean-Claude Biguine - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1413,05-11-2015
1341,Juicy Sips and Bites - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1456,05-11-2015
1342,Just Watches - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1449,05-11-2015
1343,KAZO - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1196,05-11-2015
1344,Label RITU KUMAR - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1306,05-11-2015
1345,Latin Quarters - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1313,05-11-2015
1346,Marks & Spencer - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1233,05-11-2015
1347,Mochi - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1197,05-11-2015
1348,Mufti - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1163,05-11-2015
1349,pantaloons - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1155,05-11-2015
1350,Peora - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1346,05-11-2015
1351,PICO Express - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1378,05-11-2015
1352,Planet M - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1159,05-11-2015
1353,Quiksilver - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1238,05-11-2015
1354,RITU KUMAR - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1306,05-11-2015
1355,Sepia - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1128,05-11-2015
1356,SHOPPERS STOP - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1183,05-11-2015
1357,Soch - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1324,05-11-2015
1358,Tanishq - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1277,05-11-2015
1359,The Body Shop - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1244,05-11-2015
1360,The Nature's Co - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1333,05-11-2015
1361,WOODLAND - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1326,05-11-2015
1362,Titan - R City Mall Ghatkopar West,"RCity Mall, Ground Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1348,05-11-2015
1363,adidas - R City Mall Ghatkopar West,"RCity Mall, First Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1252,05-11-2015
1364,aLL the plus size store - R City Mall Ghatkopar West,"RCity Mall, First Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1151,05-11-2015
1365,Bombay High Fashions - R City Mall Ghatkopar West,"RCity Mall, First Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1199,05-11-2015
1366,Canon Image Square - R City Mall Ghatkopar West,"RCity Mall, First Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1253,05-11-2015
1367,Columbia Sportswear - R City Mall Ghatkopar West,"RCity Mall, First Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1255,05-11-2015
1368,Crocs - R City Mall Ghatkopar West,"RCity Mall, First Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1256,05-11-2015
1369,Fastrack - R City Mall Ghatkopar West,"RCity Mall, First Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1388,05-11-2015
1370,Helios Watches - R City Mall Ghatkopar West,"RCity Mall, First Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1259,05-11-2015
1371,John Players - R City Mall Ghatkopar West,"RCity Mall, First Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1162,05-11-2015
1372,Levi's - R City Mall Ghatkopar West,"RCity Mall, First Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1146,05-11-2015
1373,Max Fashion - R City Mall Ghatkopar West,"RCity Mall, First Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1294,05-11-2015
1374,mocha - R City Mall Ghatkopar West,"RCity Mall, First Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1457,05-11-2015
1375,Parx - R City Mall Ghatkopar West,"RCity Mall, First Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1458,05-11-2015
1376,Pepe Jeans London - R City Mall Ghatkopar West,"RCity Mall, First Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1236,05-11-2015
1377,PROVOGUE - R City Mall Ghatkopar West,"RCity Mall, First Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1201,05-11-2015
1378,Spykar - R City Mall Ghatkopar West,"RCity Mall, First Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1161,05-11-2015
1379,Wildcraft - R City Mall Ghatkopar West,"RCity Mall, First Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1363,05-11-2015
1380,Zaffran - R City Mall Ghatkopar West,"RCity Mall, First Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1210,05-11-2015
1381,Accessorize - R City Mall Ghatkopar West,"RCity Mall, Second Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1129,05-11-2015
1382,Barbie Store - R City Mall Ghatkopar West,"RCity Mall, Second Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1203,05-11-2015
1383,CARBON Fine Jewellery - R City Mall Ghatkopar West,"RCity Mall, Second Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1316,05-11-2015
1384,Ethnicity - R City Mall Ghatkopar West,"RCity Mall, Second Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1204,05-11-2015
1385,Fabindia - R City Mall Ghatkopar West,"RCity Mall, Second Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1224,05-11-2015
1386,BIG BAZAAR - R City Mall Ghatkopar West,"RCity Mall, Second Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1459,05-11-2015
1387,Gili - R City Mall Ghatkopar West,"RCity Mall, Second Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1330,05-11-2015
1388,Gini & Jony - R City Mall Ghatkopar West,"RCity Mall, Second Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1293,05-11-2015
1389,Godrej Nature's Basket World Food Store - R City Mall Ghatkopar West,"RCity Mall, Second Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1460,05-11-2015
1390,kaya skin clinic - R City Mall Ghatkopar West,"RCity Mall, Second Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1147,05-11-2015
1391,Lee - R City Mall Ghatkopar West,"RCity Mall, Second Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1168,05-11-2015
1392,Mom & Me - R City Mall Ghatkopar West,"RCity Mall, Second Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1154,05-11-2015
1393,Omved - R City Mall Ghatkopar West,"RCity Mall, Second Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1235,05-11-2015
1394,Pure Gold Jewellers & Diamonds - R City Mall Ghatkopar West,"RCity Mall, Second Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1160,05-11-2015
1395,Rhysetta - R City Mall Ghatkopar West,"RCity Mall, Second Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1240,05-11-2015
1396,Simba Toys - R City Mall Ghatkopar West,"RCity Mall, Second Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1373,05-11-2015
1397,AromaThai Day Spa - R City Mall Ghatkopar West,"RCity Mall, Third Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1349,05-11-2015
1398,Banana Leaf - R City Mall Ghatkopar West,"RCity Mall, Third Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1461,05-11-2015
1399,Cream Centre - R City Mall Ghatkopar West,"RCity Mall, Third Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1270,05-11-2015
1400,Crossword Book Store - R City Mall Ghatkopar West,"RCity Mall, Third Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1185,05-11-2015
1401,Games The Shop - R City Mall Ghatkopar West,"RCity Mall, Third Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1289,05-11-2015
1402,Indigo Deli - R City Mall Ghatkopar West,"RCity Mall, Third Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1354,05-11-2015
1403,Jammin - R City Mall Ghatkopar West,"RCity Mall, Third Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1462,05-11-2015
1404,Mad Over Donuts - R City Mall Ghatkopar West,"RCity Mall, Third Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1262,05-11-2015
1405,Mainland China - R City Mall Ghatkopar West,"RCity Mall, Third Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1206,05-11-2015
1406,Punjab Grill - R City Mall Ghatkopar West,"RCity Mall, Third Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1424,05-11-2015
1407,Quattro Ristorante - R City Mall Ghatkopar West,"RCity Mall, Third Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1463,05-11-2015
1408,RainForest Resto-Bar - R City Mall Ghatkopar West,"RCity Mall, Third Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1433,05-11-2015
1409,Rajdhani - R City Mall Ghatkopar West,"RCity Mall, Third Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1391,05-11-2015
1410,Sbarro - R City Mall Ghatkopar West,"RCity Mall, Third Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1357,05-11-2015
1411,SPORTXS - R City Mall Ghatkopar West,"RCity Mall, Third Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1464,05-11-2015
1412,Staples - R City Mall Ghatkopar West,"RCity Mall, Third Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1264,05-11-2015
1413,Subway - R City Mall Ghatkopar West,"RCity Mall, Third Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1156,05-11-2015
1414,Taco Bell - R City Mall Ghatkopar West,"RCity Mall, Third Floor, LBS Marg",,Ghatkopar West,Mumbai,400086,19.0996921,72.9163115,Maharashtra,,,1,1,1,1,1,1,1,1401,05-11-2015
1415,Jashn - R Mall Mulund West,"R Mall - Mulund West, L.B.S. Marg",,Mulund West,Mumbai,400080,19.1840242,72.9494334,Maharashtra,,,1,1,1,1,1,1,1,1144,05-11-2015
1416,lifestyle - R Mall Mulund West,"R Mall - Mulund West, L.B.S. Marg",,Mulund West,Mumbai,400080,19.1840242,72.9494334,Maharashtra,,,1,1,1,1,1,1,1,1261,05-11-2015
1417,Max Fashion - R Mall Mulund West,"R Mall - Mulund West, L.B.S. Marg",,Mulund West,Mumbai,400080,19.1840242,72.9494334,Maharashtra,,,1,1,1,1,1,1,1,1294,05-11-2015
1418,Pop Tate's - R Mall Mulund West,"R Mall - Mulund West, L.B.S. Marg",,Mulund West,Mumbai,400080,19.1840242,72.9494334,Maharashtra,,,1,1,1,1,1,1,1,1368,05-11-2015
1419,remanika - R Mall Mulund West,"R Mall - Mulund West, L.B.S. Marg",,Mulund West,Mumbai,400080,19.1840242,72.9494334,Maharashtra,,,1,1,1,1,1,1,1,1239,05-11-2015
1420,Westside - R Mall Mulund West,"R Mall - Mulund West, L.B.S. Marg",,Mulund West,Mumbai,400080,19.1840242,72.9494334,Maharashtra,,,1,1,1,1,1,1,1,1211,05-11-2015
1421,Mochi - R Mall Mulund West,"R Mall - Mulund West, Ground Floor, L.B.S. Marg",,Mulund West,Mumbai,400080,19.1840242,72.9494334,Maharashtra,,,1,1,1,1,1,1,1,1197,05-11-2015
1422,Mufti - R Mall Mulund West,"R Mall - Mulund West, Ground Floor, L.B.S. Marg",,Mulund West,Mumbai,400080,19.1840242,72.9494334,Maharashtra,,,1,1,1,1,1,1,1,1163,05-11-2015
1423,pantaloons - R Mall Mulund West,"R Mall - Mulund West, Ground Floor, L.B.S. Marg",,Mulund West,Mumbai,400080,19.1840242,72.9494334,Maharashtra,,,1,1,1,1,1,1,1,1155,05-11-2015
1424,Planet M - R Mall Mulund West,"R Mall - Mulund West, Ground Floor, L.B.S. Marg",,Mulund West,Mumbai,400080,19.1840242,72.9494334,Maharashtra,,,1,1,1,1,1,1,1,1159,05-11-2015
1425,Spykar - R Mall Mulund West,"R Mall - Mulund West, Ground Floor, L.B.S. Marg",,Mulund West,Mumbai,400080,19.1840242,72.9494334,Maharashtra,,,1,1,1,1,1,1,1,1161,05-11-2015
1426,Wildcraft - R Mall Mulund West,"R Mall - Mulund West, Ground Floor, L.B.S. Marg",,Mulund West,Mumbai,400080,19.1840242,72.9494334,Maharashtra,,,1,1,1,1,1,1,1,1363,05-11-2015
1427,WOODLAND - R Mall Mulund West,"R Mall - Mulund West, Ground Floor, L.B.S. Marg",,Mulund West,Mumbai,400080,19.1840242,72.9494334,Maharashtra,,,1,1,1,1,1,1,1,1326,05-11-2015
1428,Levi's - R Mall Mulund West,"R Mall - Mulund West, First Floor, L.B.S. Marg",,Mulund West,Mumbai,400080,19.1840242,72.9494334,Maharashtra,,,1,1,1,1,1,1,1,1146,05-11-2015
1429,Jammin - R Mall Mulund West,"R Mall - Mulund West, Third Floor, L.B.S. Marg",,Mulund West,Mumbai,400080,19.1840242,72.9494334,Maharashtra,,,1,1,1,1,1,1,1,1462,05-11-2015
1430,McDonald's - R Mall Mulund West,"R Mall - Mulund West, Third Floor, L.B.S. Marg",,Mulund West,Mumbai,400080,19.1840242,72.9494334,Maharashtra,,,1,1,1,1,1,1,1,1150,05-11-2015
1431,Subway - R Mall Mulund West,"R Mall - Mulund West, Third Floor, L.B.S. Marg",,Mulund West,Mumbai,400080,19.1840242,72.9494334,Maharashtra,,,1,1,1,1,1,1,1,1156,05-11-2015
1432,The Chocolate Room - R Mall Mulund West,"R Mall - Mulund West, Third Floor, L.B.S. Marg",,Mulund West,Mumbai,400080,19.1840242,72.9494334,Maharashtra,,,1,1,1,1,1,1,1,1347,05-11-2015
1433,aLL the plus size store - R Mall Thane West,"R Mall - Thane West, Ghodbunder Road",,Thane West,Thane,400607,19.2302458,72.9750249,Maharashtra,,,1,1,1,1,1,1,1,1151,05-11-2015
1434,Celio - R Mall Thane West,"R Mall - Thane West, Ghodbunder Road",,Thane West,Thane,400607,19.2302458,72.9750249,Maharashtra,,,1,1,1,1,1,1,1,1179,05-11-2015
1435,Croma - R Mall Thane West,"R Mall - Thane West, Ghodbunder Road",,Thane West,Thane,400607,19.2302458,72.9750249,Maharashtra,,,1,1,1,1,1,1,1,1157,05-11-2015
